"Sample1" "Sample2" "matchedGenotypes" "commonGenotypes" "proportionMatch" "proportionCommon" "totalLoci"
"43" "90763_232C_S66_L001_R1_001" "90768_040C_S78_L001_R1_001" 80 102 0.784313725490196 0.214285714285714 476
"44" "90763_232C_S66_L001_R1_001" "90768_042C_S79_L001_R1_001" 86 109 0.788990825688073 0.228991596638655 476
"45" "90763_232C_S66_L001_R1_001" "90768_044C_S80_L001_R1_001" 86 113 0.761061946902655 0.237394957983193 476
"46" "90763_232C_S66_L001_R1_001" "90768_054C_S81_L001_R1_001" 18 23 0.782608695652174 0.0483193277310924 476
"47" "90763_232C_S66_L001_R1_001" "90768_055C_S82_L001_R1_001" 107 138 0.77536231884058 0.289915966386555 476
"48" "90763_232C_S66_L001_R1_001" "90768_056C_S83_L001_R1_001" 37 50 0.74 0.105042016806723 476
"49" "90763_232C_S66_L001_R1_001" "90768_057C_S84_L001_R1_001" 91 121 0.752066115702479 0.254201680672269 476
"50" "90763_232C_S66_L001_R1_001" "90768_061C_S85_L001_R1_001" 19 27 0.703703703703704 0.0567226890756303 476
"51" "90763_232C_S66_L001_R1_001" "90768_064C_S86_L001_R1_001" 87 106 0.820754716981132 0.222689075630252 476
"52" "90763_232C_S66_L001_R1_001" "90768_067C_S87_L001_R1_001" 54 68 0.794117647058823 0.142857142857143 476
"53" "90763_232C_S66_L001_R1_001" "90768_075C_S88_L001_R1_001" 20 27 0.740740740740741 0.0567226890756303 476
"54" "90763_232C_S66_L001_R1_001" "90768_076C_S89_L001_R1_001" 35 48 0.729166666666667 0.100840336134454 476
"55" "90763_232C_S66_L001_R1_001" "90768_077C_S90_L001_R1_001" 49 58 0.844827586206897 0.121848739495798 476
"56" "90763_232C_S66_L001_R1_001" "90768_078C_S91_L001_R1_001" 114 150 0.76 0.315126050420168 476
